,name,price,size,cpu_com,cpu_gen,cpu_type,cpu,core,OS,pixel,display,ram_type,ram,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15
2638,LG전자 2020 그램14 14Z90N-EB36K,"1,173,480",35.5cm(14인치),인텔,코어i3-10세대,아이스레이크,듀얼코어,운영체제(OS),윈도우10,1920x1080(FHD),sRGB,96%,IPS,광시야각,슬림형 베젤,DDR4,4GB,SSD,128GB,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),썬더볼트3,1개,USB 3.1 Type-C,USB 3.1,UFS,키보드 라이트
2639,LG전자 2021 울트라PC 15U50P-KR56K 16GB램,"1,242,950",39.6cm(15.6인치),인텔,코어i5-11세대,타이거레이크,i5-1135G7 (2.4GHz),쿼드코어,운영체제(OS),윈도우10,1920x1080(FHD),IPS,DDR4,16GB,M.2(NVMe),256GB,VRAM:2GB,기가비트 유선랜,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB 3.1 Type-C,USB 3.0,ㅗ형 방향키,숫자 키패드(3열),배터리,51Wh,두께
2640,삼성전자 갤럭시북 이온2 NT950XDA-XC78W 16GB램,"2,131,010",39.6cm(15.6인치),인텔,코어i7-11세대,타이거레이크,i7-1165G7 (2.8GHz),쿼드코어,운영체제(OS),윈도우10,1920x1080(FHD),600nit,QLED,광시야각,슬림형 베젤,DDR4,16GB,M.2(NVMe),256GB,VRAM:2GB,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB 3.0,UFS,키보드 라이트,지문 인식,TPM
2641,삼성전자 갤럭시북 플렉스 NT950QCG-X716C,"2,439,990",39.6cm(15.6인치),인텔,코어i7-10세대,아이스레이크,쿼드코어,운영체제(OS),윈도우10,1920x1080(FHD),600nit,QLED,광시야각,슬림형 베젤,터치스크린,16GB,M.2(NVMe),1TB,MX250,VRAM:2GB,802.11ax(Wi-Fi 6),웹캠(HD),썬더볼트3,2개,USB Type-C,UFS,키보드 라이트,지문 인식
2642,레노버 아이디어패드 Slim3-15ARE R5 81W4005QKR,"649,001",39.6cm(15.6인치),AMD,라이젠5-3세대,르누아르,4500U (2.3GHz),헥사코어,운영체제(OS),윈도우10,1920x1080(FHD),NTSC,45%,IPS,눈부심방지,DDR4,8GB,M.2(NVMe),256GB,802.11ac(Wi-Fi 5),HDMI,웹캠,USB 3.0,USB 2.0,ㅡ형 방향키,숫자 키패드(4열),두께,20mm
2643,ASUS TUF Gaming F17 FX706LI-HX181,"1,198,940",43.94cm(17.3인치),인텔,코어i7-10세대,코멧레이크,i7-10870H (2.2GHz),옥타코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),NTSC,45%,250nit,144Hz,광시야각,눈부심방지,슬림형 베젤,DDR4,8GB,M.2(NVMe),512GB,GTX1650 Ti,VRAM:4GB,기가비트 유선랜,802.11ax(Wi-Fi 6),HDMI 2.0,웹캠(HD)
2644,LG전자 2020 그램15 15Z90N-VA7IK,"1,708,000",39.6cm(15.6인치),인텔,코어i7-10세대,아이스레이크,쿼드코어,운영체제(OS),윈도우10,1920x1080(FHD),sRGB,96%,IPS,광시야각,슬림형 베젤,DDR4,16GB,M.2(NVMe),256GB,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),썬더볼트3,1개,USB 3.1 Type-C,USB 3.1,UFS,키보드 라이트
2645,레노버 LEGION 5i 15IMH I7 Ultra 2060 16GB램,"1,613,000",39.6cm(15.6인치),인텔,코어i7-10세대,코멧레이크,i7-10750H (2.6GHz),헥사코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),300nit,144Hz,IPS,광시야각,눈부심방지,슬림형 베젤,16GB,M.2(NVMe),1TB,RTX2060,VRAM:6GB,유선랜,802.11ax(Wi-Fi 6),HDMI 2.0,웹캠(HD),USB Type-C,USB 3.0
2646,HP 14s-fq0064AU,"771,000",35.6cm(14인치),AMD,라이젠7-3세대,르누아르,4700U (2.0GHz),옥타코어,운영체제(OS),윈도우10,1920x1080(FHD),IPS,광시야각,슬림형 베젤,DDR4,8GB,M.2(NVMe),512GB,기가비트 유선랜,802.11ac(Wi-Fi 5),HDMI,웹캠(HD),USB Type-C,USB 3.0,고속충전,ㅡ형 방향키,배터리,41Wh
2647,LG전자 2020 그램15 15Z90N-VR36K,"1,472,280",39.6cm(15.6인치),인텔,코어i3-10세대,아이스레이크,듀얼코어,운영체제(OS),윈도우10,1920x1080(FHD),sRGB,96%,IPS,광시야각,슬림형 베젤,DDR4,8GB,M.2(NVMe),512GB,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),썬더볼트3,1개,USB 3.1 Type-C,USB 3.1,UFS,키보드 라이트
2648,LG전자 2021 울트라PC 17UD70P-GX56K WIN10,"1,477,340",43.1cm(17인치),인텔,코어i5-11세대,타이거레이크,i5-1135G7 (2.4GHz),쿼드코어,운영체제(OS),윈도우10,2560x1600(WQXGA),IPS,광시야각,슬림형 베젤,DDR4,8GB,M.2(NVMe),256GB,기가비트 유선랜,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB 3.1,키보드 라이트,USB-PD,ㅗ형 방향키,숫자 키패드(4열),배터리
2649,HP 오멘 15-en0039AX 16GB램,"1,588,980",39.6cm(15.6인치),AMD,라이젠7-3세대,르누아르,4800H (2.9GHz),옥타코어,운영체제(OS),윈도우10,1920x1080(FHD),NTSC,72%,300nit,144Hz,IPS,광시야각,눈부심방지,슬림형 베젤,DDR4,16GB,M.2(NVMe),512GB,GTX1660 Ti,VRAM:6GB,기가비트 유선랜,802.11ax(Wi-Fi 6),HDMI 2.0
2650,HP 스펙터 x360 13-aw2106TU,"1,599,000",33.78cm(13.3인치),인텔,코어i5-11세대,타이거레이크,i5-1135G7 (2.4GHz),쿼드코어,운영체제(OS),윈도우10,1920x1080(FHD),DCI-P3,100%,400nit,IPS,OLED,광시야각,슬림형 베젤,터치스크린,LPDDR4(온보드),8GB,PCIe(NVMe),256GB,802.11ax(Wi-Fi 6),웹캠,썬더볼트3,2개,USB 3.1 Type-C
2651,삼성전자 갤럭시북S NT767XCL-KC58,"1,261,070",33.7cm(13.3인치),인텔,코어i5-10세대,운영체제(OS),윈도우10,1920x1080(FHD),600nit,광시야각,슬림형 베젤,터치스크린,8GB,eUFS,256GB,802.11ax(Wi-Fi 6),4G LTE,웹캠,USB Type-C,키보드 라이트,TPM,ㅡ형 방향키,배터리,42Wh,두께,11.8mm,무게,950g
2652,LG전자 2020 그램 2in1 14T90N-VR5JK,"1,572,530",35.5cm(14인치),인텔,코어i5-10세대,코멧레이크,i5-10210U (1.6GHz),쿼드코어,운영체제(OS),윈도우10,1920x1080(FHD),sRGB,96%,IPS,광시야각,슬림형 베젤,터치스크린,DDR4,8GB,M.2(NVMe),256GB,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),썬더볼트3,1개,USB 3.1 Type-C,USB 3.1
2653,HP 스펙터 x360 13-aw2105TU,"2,201,100",33.78cm(13.3인치),인텔,코어i7-11세대,타이거레이크,i7-1165G7 (2.8GHz),쿼드코어,운영체제(OS),윈도우10,3840x2160(4K UHD),DCI-P3,100%,400nit,OLED,광시야각,슬림형 베젤,터치스크린,LPDDR4(온보드),16GB,PCIe(NVMe),1TB,802.11ax(Wi-Fi 6),웹캠,썬더볼트3,2개,USB 3.1 Type-C,USB 3.0
2654,LG전자 2019 그램 17ZD990-VX50K,"1,484,990",43.18cm(17인치),인텔,코어i5-8세대,위스키레이크,i5-8265U (1.6GHz),쿼드코어,운영체제(OS),미포함(프리도스),2560x1600(WQXGA),IPS,광시야각,슬림형 베젤,DDR4,8GB,M.2(SATA),256GB,UHD 620,802.11ac(Wi-Fi 5),HDMI,웹캠(HD),썬더볼트3,1개,USB Type-C,USB 3.0,키보드 라이트,MIL-STD
2655,HP 엘리트북 x360 830 G8-3D4L1PA,"1,188,990",33.7cm(13.3인치),인텔,코어i5-11세대,타이거레이크,i5-1135G7 (2.4GHz),쿼드코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),NTSC,72%,400nit,IPS,광시야각,터치스크린,DDR4,8GB,M.2(NVMe),512GB,802.11ax(Wi-Fi 6),HDMI,웹캠(FHD),썬더볼트3,2개,USB 3.1 Type-C,USB 3.0
2656,레노버 요가 Slim7 Pro 14ARH R5 WIN10 8G,"1,112,280",35.6cm(14인치),AMD,라이젠5-3세대,르누아르,4600H (3.0GHz),헥사코어,운영체제(OS),윈도우10,2240x1400,300nit,IPS,광시야각,눈부심방지,슬림형 베젤,DDR4,8GB,M.2(NVMe),512GB,802.11ax(Wi-Fi 6),웹캠(HD),USB 3.1 Type-C,USB 3.0,키보드 라이트,고속충전,USB-PD,ㅡ형 방향키
2657,삼성전자 갤럭시북 플렉스 알파 NT730QCR-A38A WIN10,"1,388,980",33.7cm(13.3인치),인텔,코어i3-10세대,코멧레이크,i3-10110U (2.1GHz),듀얼코어,운영체제(OS),윈도우10,1920x1080(FHD),QLED,광시야각,슬림형 베젤,터치스크린,DDR4,8GB,M.2(NVMe),256GB,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB Type-C,USB 3.0,UFS,키보드 라이트,지문 인식,TPM
2658,삼성전자 갤럭시북S NT767XCM-K38S,"955,990",33.7cm(13.3인치),인텔,코어i3-10세대,운영체제(OS),윈도우10,1920x1080(FHD),600nit,광시야각,슬림형 베젤,터치스크린,8GB,eUFS,256GB,802.11ax(Wi-Fi 6),웹캠,USB Type-C,키보드 라이트,TPM,ㅡ형 방향키,배터리,42Wh,두께,11.8mm,무게,950g,용도
2659,LG전자 2021 울트라기어 17U70P-FA56K,"1,721,180",43.1cm(17인치),인텔,코어i5-11세대,타이거레이크,i5-1135G7 (2.4GHz),쿼드코어,운영체제(OS),윈도우10,2560x1600(WQXGA),IPS,광시야각,슬림형 베젤,DDR4,8GB,M.2(NVMe),256GB,GTX1650 Ti,VRAM:4GB,기가비트 유선랜,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB 3.1,키보드 라이트,USB-PD,ㅗ형 방향키
2660,삼성전자 노트북 NT350XCR-AD7AS,"998,000",39.6cm(15.6인치),인텔,코어i7-10세대,코멧레이크,i7-10510U (1.8GHz),쿼드코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),눈부심방지,DDR4,8GB,M.2(NVMe),256GB,기가비트 유선랜,802.11ac(Wi-Fi 5),HDMI,웹캠,USB Type-C,USB 3.0,USB 2.0,TPM,ㅗ형 방향키,숫자 키패드(3열),배터리,43Wh
2661,삼성전자 노트북 플러스2 NT550XDZ-AD5AW WIN10 32GB램,"1,398,000",39.6cm(15.6인치),인텔,코어i5-11세대,타이거레이크,i5-1135G7 (2.4GHz),쿼드코어,운영체제(OS),윈도우10,1920x1080(FHD),눈부심방지,슬림형 베젤,DDR4,32GB,M.2(NVMe),256GB,기가비트 유선랜,802.11ax(Wi-Fi 6),HDMI,웹캠,USB Type-C,USB 3.0,USB 2.0,TPM,ㅗ형 방향키,숫자 키패드(3열),배터리
2662,HP 파빌리온 15-eh0122AU WIN10,"811,550",39.6cm(15.6인치),AMD,라이젠5-3세대,르누아르,4500U (2.3GHz),헥사코어,운영체제(OS),윈도우10,1920x1080(FHD),NTSC,45%,250nit,IPS,광시야각,눈부심방지,슬림형 베젤,DDR4,8GB,M.2(NVMe),256GB,802.11ax(Wi-Fi 6),HDMI 2.0,웹캠(HD),USB 3.1 Type-C,USB 3.0,키보드 라이트
2663,ASUS 젠북 프로 UX535LI-BO070T,"1,699,290",39.62cm(15.6인치),인텔,코어i7-10세대,코멧레이크,i7-10750H (2.6GHz),헥사코어,운영체제(OS),윈도우10,1920x1080(FHD),sRGB,100%,300nit,와이드뷰,슬림형 베젤,터치스크린,DDR4,16GB,M.2(NVMe),512GB,GTX1650 Ti,VRAM:4GB,802.11ax(Wi-Fi 6),HDMI 2.0,웹캠(HD),썬더볼트3,1개
2664,LG전자 2021 울트라기어 17U70P-FA76K 16GB램,"2,159,490",43.1cm(17인치),인텔,코어i7-11세대,타이거레이크,i7-1165G7 (2.8GHz),쿼드코어,운영체제(OS),윈도우10,2560x1600(WQXGA),IPS,광시야각,슬림형 베젤,DDR4,16GB,M.2(NVMe),256GB,GTX1650 Ti,VRAM:4GB,기가비트 유선랜,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB 3.1,키보드 라이트,USB-PD,ㅗ형 방향키
2665,삼성전자 갤럭시북 이온2 NT930XDZ-A58AW WIN10,"1,542,590",33.7cm(13.3인치),인텔,코어i5-11세대,타이거레이크,i5-1135G7 (2.4GHz),쿼드코어,운영체제(OS),윈도우10,1920x1080(FHD),600nit,QLED,광시야각,슬림형 베젤,8GB,M.2(NVMe),256GB,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB Type-C,USB 3.0,UFS,키보드 라이트,지문 인식,TPM,고속충전
2666,레노버 LEGION 5 15ARH R7 ZEN PLUS PRO,일시품절,39.6cm(15.6인치),AMD,라이젠7-3세대,르누아르,4800H (2.9GHz),옥타코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),NTSC,72%,300nit,144Hz,IPS,광시야각,눈부심방지,슬림형 베젤,DDR4,8GB,M.2(NVMe),256GB,RTX2060,VRAM:6GB,기가비트 유선랜,802.11ax(Wi-Fi 6),HDMI 2.0
2667,LG전자 2020 그램14 14Z90N-EB36K,"1,173,480",35.5cm(14인치),인텔,코어i3-10세대,아이스레이크,듀얼코어,운영체제(OS),윈도우10,1920x1080(FHD),sRGB,96%,IPS,광시야각,슬림형 베젤,DDR4,4GB,SSD,128GB,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),썬더볼트3,1개,USB 3.1 Type-C,USB 3.1,UFS,키보드 라이트
2668,LG전자 2021 울트라PC 15U50P-KR56K 16GB램,"1,242,950",39.6cm(15.6인치),인텔,코어i5-11세대,타이거레이크,i5-1135G7 (2.4GHz),쿼드코어,운영체제(OS),윈도우10,1920x1080(FHD),IPS,DDR4,16GB,M.2(NVMe),256GB,VRAM:2GB,기가비트 유선랜,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB 3.1 Type-C,USB 3.0,ㅗ형 방향키,숫자 키패드(3열),배터리,51Wh,두께
2669,삼성전자 갤럭시북 이온2 NT950XDA-XC78W 16GB램,"2,131,010",39.6cm(15.6인치),인텔,코어i7-11세대,타이거레이크,i7-1165G7 (2.8GHz),쿼드코어,운영체제(OS),윈도우10,1920x1080(FHD),600nit,QLED,광시야각,슬림형 베젤,DDR4,16GB,M.2(NVMe),256GB,VRAM:2GB,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB 3.0,UFS,키보드 라이트,지문 인식,TPM
2670,삼성전자 갤럭시북 플렉스 NT950QCG-X716C,"2,439,990",39.6cm(15.6인치),인텔,코어i7-10세대,아이스레이크,쿼드코어,운영체제(OS),윈도우10,1920x1080(FHD),600nit,QLED,광시야각,슬림형 베젤,터치스크린,16GB,M.2(NVMe),1TB,MX250,VRAM:2GB,802.11ax(Wi-Fi 6),웹캠(HD),썬더볼트3,2개,USB Type-C,UFS,키보드 라이트,지문 인식
2671,레노버 아이디어패드 Slim3-15ARE R5 81W4005QKR,"649,001",39.6cm(15.6인치),AMD,라이젠5-3세대,르누아르,4500U (2.3GHz),헥사코어,운영체제(OS),윈도우10,1920x1080(FHD),NTSC,45%,IPS,눈부심방지,DDR4,8GB,M.2(NVMe),256GB,802.11ac(Wi-Fi 5),HDMI,웹캠,USB 3.0,USB 2.0,ㅡ형 방향키,숫자 키패드(4열),두께,20mm
2672,ASUS TUF Gaming F17 FX706LI-HX181,"1,198,940",43.94cm(17.3인치),인텔,코어i7-10세대,코멧레이크,i7-10870H (2.2GHz),옥타코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),NTSC,45%,250nit,144Hz,광시야각,눈부심방지,슬림형 베젤,DDR4,8GB,M.2(NVMe),512GB,GTX1650 Ti,VRAM:4GB,기가비트 유선랜,802.11ax(Wi-Fi 6),HDMI 2.0,웹캠(HD)
2673,LG전자 2020 그램15 15Z90N-VA7IK,"1,708,000",39.6cm(15.6인치),인텔,코어i7-10세대,아이스레이크,쿼드코어,운영체제(OS),윈도우10,1920x1080(FHD),sRGB,96%,IPS,광시야각,슬림형 베젤,DDR4,16GB,M.2(NVMe),256GB,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),썬더볼트3,1개,USB 3.1 Type-C,USB 3.1,UFS,키보드 라이트
2674,레노버 LEGION 5i 15IMH I7 Ultra 2060 16GB램,"1,613,000",39.6cm(15.6인치),인텔,코어i7-10세대,코멧레이크,i7-10750H (2.6GHz),헥사코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),300nit,144Hz,IPS,광시야각,눈부심방지,슬림형 베젤,16GB,M.2(NVMe),1TB,RTX2060,VRAM:6GB,유선랜,802.11ax(Wi-Fi 6),HDMI 2.0,웹캠(HD),USB Type-C,USB 3.0
2675,HP 14s-fq0064AU,"771,000",35.6cm(14인치),AMD,라이젠7-3세대,르누아르,4700U (2.0GHz),옥타코어,운영체제(OS),윈도우10,1920x1080(FHD),IPS,광시야각,슬림형 베젤,DDR4,8GB,M.2(NVMe),512GB,기가비트 유선랜,802.11ac(Wi-Fi 5),HDMI,웹캠(HD),USB Type-C,USB 3.0,고속충전,ㅡ형 방향키,배터리,41Wh
2676,LG전자 2020 그램15 15Z90N-VR36K,"1,472,280",39.6cm(15.6인치),인텔,코어i3-10세대,아이스레이크,듀얼코어,운영체제(OS),윈도우10,1920x1080(FHD),sRGB,96%,IPS,광시야각,슬림형 베젤,DDR4,8GB,M.2(NVMe),512GB,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),썬더볼트3,1개,USB 3.1 Type-C,USB 3.1,UFS,키보드 라이트
2677,LG전자 2021 울트라PC 17UD70P-GX56K WIN10,"1,477,340",43.1cm(17인치),인텔,코어i5-11세대,타이거레이크,i5-1135G7 (2.4GHz),쿼드코어,운영체제(OS),윈도우10,2560x1600(WQXGA),IPS,광시야각,슬림형 베젤,DDR4,8GB,M.2(NVMe),256GB,기가비트 유선랜,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB 3.1,키보드 라이트,USB-PD,ㅗ형 방향키,숫자 키패드(4열),배터리
2678,HP 오멘 15-en0039AX 16GB램,"1,588,980",39.6cm(15.6인치),AMD,라이젠7-3세대,르누아르,4800H (2.9GHz),옥타코어,운영체제(OS),윈도우10,1920x1080(FHD),NTSC,72%,300nit,144Hz,IPS,광시야각,눈부심방지,슬림형 베젤,DDR4,16GB,M.2(NVMe),512GB,GTX1660 Ti,VRAM:6GB,기가비트 유선랜,802.11ax(Wi-Fi 6),HDMI 2.0
2679,HP 스펙터 x360 13-aw2106TU,"1,599,000",33.78cm(13.3인치),인텔,코어i5-11세대,타이거레이크,i5-1135G7 (2.4GHz),쿼드코어,운영체제(OS),윈도우10,1920x1080(FHD),DCI-P3,100%,400nit,IPS,OLED,광시야각,슬림형 베젤,터치스크린,LPDDR4(온보드),8GB,PCIe(NVMe),256GB,802.11ax(Wi-Fi 6),웹캠,썬더볼트3,2개,USB 3.1 Type-C
2680,삼성전자 갤럭시북S NT767XCL-KC58,"1,261,070",33.7cm(13.3인치),인텔,코어i5-10세대,운영체제(OS),윈도우10,1920x1080(FHD),600nit,광시야각,슬림형 베젤,터치스크린,8GB,eUFS,256GB,802.11ax(Wi-Fi 6),4G LTE,웹캠,USB Type-C,키보드 라이트,TPM,ㅡ형 방향키,배터리,42Wh,두께,11.8mm,무게,950g
2681,LG전자 2020 그램 2in1 14T90N-VR5JK,"1,572,530",35.5cm(14인치),인텔,코어i5-10세대,코멧레이크,i5-10210U (1.6GHz),쿼드코어,운영체제(OS),윈도우10,1920x1080(FHD),sRGB,96%,IPS,광시야각,슬림형 베젤,터치스크린,DDR4,8GB,M.2(NVMe),256GB,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),썬더볼트3,1개,USB 3.1 Type-C,USB 3.1
2682,HP 스펙터 x360 13-aw2105TU,"2,201,100",33.78cm(13.3인치),인텔,코어i7-11세대,타이거레이크,i7-1165G7 (2.8GHz),쿼드코어,운영체제(OS),윈도우10,3840x2160(4K UHD),DCI-P3,100%,400nit,OLED,광시야각,슬림형 베젤,터치스크린,LPDDR4(온보드),16GB,PCIe(NVMe),1TB,802.11ax(Wi-Fi 6),웹캠,썬더볼트3,2개,USB 3.1 Type-C,USB 3.0
2683,LG전자 2019 그램 17ZD990-VX50K,"1,484,990",43.18cm(17인치),인텔,코어i5-8세대,위스키레이크,i5-8265U (1.6GHz),쿼드코어,운영체제(OS),미포함(프리도스),2560x1600(WQXGA),IPS,광시야각,슬림형 베젤,DDR4,8GB,M.2(SATA),256GB,UHD 620,802.11ac(Wi-Fi 5),HDMI,웹캠(HD),썬더볼트3,1개,USB Type-C,USB 3.0,키보드 라이트,MIL-STD
2684,HP 엘리트북 x360 830 G8-3D4L1PA,"1,188,990",33.7cm(13.3인치),인텔,코어i5-11세대,타이거레이크,i5-1135G7 (2.4GHz),쿼드코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),NTSC,72%,400nit,IPS,광시야각,터치스크린,DDR4,8GB,M.2(NVMe),512GB,802.11ax(Wi-Fi 6),HDMI,웹캠(FHD),썬더볼트3,2개,USB 3.1 Type-C,USB 3.0
2685,레노버 요가 Slim7 Pro 14ARH R5 WIN10 8G,"1,112,280",35.6cm(14인치),AMD,라이젠5-3세대,르누아르,4600H (3.0GHz),헥사코어,운영체제(OS),윈도우10,2240x1400,300nit,IPS,광시야각,눈부심방지,슬림형 베젤,DDR4,8GB,M.2(NVMe),512GB,802.11ax(Wi-Fi 6),웹캠(HD),USB 3.1 Type-C,USB 3.0,키보드 라이트,고속충전,USB-PD,ㅡ형 방향키
2686,삼성전자 갤럭시북 플렉스 알파 NT730QCR-A38A WIN10,"1,388,980",33.7cm(13.3인치),인텔,코어i3-10세대,코멧레이크,i3-10110U (2.1GHz),듀얼코어,운영체제(OS),윈도우10,1920x1080(FHD),QLED,광시야각,슬림형 베젤,터치스크린,DDR4,8GB,M.2(NVMe),256GB,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB Type-C,USB 3.0,UFS,키보드 라이트,지문 인식,TPM
2687,삼성전자 갤럭시북S NT767XCM-K38S,"955,990",33.7cm(13.3인치),인텔,코어i3-10세대,운영체제(OS),윈도우10,1920x1080(FHD),600nit,광시야각,슬림형 베젤,터치스크린,8GB,eUFS,256GB,802.11ax(Wi-Fi 6),웹캠,USB Type-C,키보드 라이트,TPM,ㅡ형 방향키,배터리,42Wh,두께,11.8mm,무게,950g,용도
2688,LG전자 2021 울트라기어 17U70P-FA56K,"1,721,180",43.1cm(17인치),인텔,코어i5-11세대,타이거레이크,i5-1135G7 (2.4GHz),쿼드코어,운영체제(OS),윈도우10,2560x1600(WQXGA),IPS,광시야각,슬림형 베젤,DDR4,8GB,M.2(NVMe),256GB,GTX1650 Ti,VRAM:4GB,기가비트 유선랜,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB 3.1,키보드 라이트,USB-PD,ㅗ형 방향키
2689,삼성전자 노트북 NT350XCR-AD7AS,"998,000",39.6cm(15.6인치),인텔,코어i7-10세대,코멧레이크,i7-10510U (1.8GHz),쿼드코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),눈부심방지,DDR4,8GB,M.2(NVMe),256GB,기가비트 유선랜,802.11ac(Wi-Fi 5),HDMI,웹캠,USB Type-C,USB 3.0,USB 2.0,TPM,ㅗ형 방향키,숫자 키패드(3열),배터리,43Wh
2690,삼성전자 노트북 플러스2 NT550XDZ-AD5AW WIN10 32GB램,"1,398,000",39.6cm(15.6인치),인텔,코어i5-11세대,타이거레이크,i5-1135G7 (2.4GHz),쿼드코어,운영체제(OS),윈도우10,1920x1080(FHD),눈부심방지,슬림형 베젤,DDR4,32GB,M.2(NVMe),256GB,기가비트 유선랜,802.11ax(Wi-Fi 6),HDMI,웹캠,USB Type-C,USB 3.0,USB 2.0,TPM,ㅗ형 방향키,숫자 키패드(3열),배터리
2691,HP 파빌리온 15-eh0122AU WIN10,"811,550",39.6cm(15.6인치),AMD,라이젠5-3세대,르누아르,4500U (2.3GHz),헥사코어,운영체제(OS),윈도우10,1920x1080(FHD),NTSC,45%,250nit,IPS,광시야각,눈부심방지,슬림형 베젤,DDR4,8GB,M.2(NVMe),256GB,802.11ax(Wi-Fi 6),HDMI 2.0,웹캠(HD),USB 3.1 Type-C,USB 3.0,키보드 라이트
2692,ASUS 젠북 프로 UX535LI-BO070T,"1,699,290",39.62cm(15.6인치),인텔,코어i7-10세대,코멧레이크,i7-10750H (2.6GHz),헥사코어,운영체제(OS),윈도우10,1920x1080(FHD),sRGB,100%,300nit,와이드뷰,슬림형 베젤,터치스크린,DDR4,16GB,M.2(NVMe),512GB,GTX1650 Ti,VRAM:4GB,802.11ax(Wi-Fi 6),HDMI 2.0,웹캠(HD),썬더볼트3,1개
2693,LG전자 2021 울트라기어 17U70P-FA76K 16GB램,"2,159,490",43.1cm(17인치),인텔,코어i7-11세대,타이거레이크,i7-1165G7 (2.8GHz),쿼드코어,운영체제(OS),윈도우10,2560x1600(WQXGA),IPS,광시야각,슬림형 베젤,DDR4,16GB,M.2(NVMe),256GB,GTX1650 Ti,VRAM:4GB,기가비트 유선랜,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB 3.1,키보드 라이트,USB-PD,ㅗ형 방향키
2694,삼성전자 갤럭시북 이온2 NT930XDZ-A58AW WIN10,"1,542,590",33.7cm(13.3인치),인텔,코어i5-11세대,타이거레이크,i5-1135G7 (2.4GHz),쿼드코어,운영체제(OS),윈도우10,1920x1080(FHD),600nit,QLED,광시야각,슬림형 베젤,8GB,M.2(NVMe),256GB,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB Type-C,USB 3.0,UFS,키보드 라이트,지문 인식,TPM,고속충전
2695,레노버 LEGION 5 15ARH R7 ZEN PLUS PRO,일시품절,39.6cm(15.6인치),AMD,라이젠7-3세대,르누아르,4800H (2.9GHz),옥타코어,운영체제(OS),미포함(프리도스),1920x1080(FHD),NTSC,72%,300nit,144Hz,IPS,광시야각,눈부심방지,슬림형 베젤,DDR4,8GB,M.2(NVMe),256GB,RTX2060,VRAM:6GB,기가비트 유선랜,802.11ax(Wi-Fi 6),HDMI 2.0
2696,LG전자 2020 그램14 14Z90N-EB36K,"1,173,480",35.5cm(14인치),인텔,코어i3-10세대,아이스레이크,듀얼코어,운영체제(OS),윈도우10,1920x1080(FHD),sRGB,96%,IPS,광시야각,슬림형 베젤,DDR4,4GB,SSD,128GB,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),썬더볼트3,1개,USB 3.1 Type-C,USB 3.1,UFS,키보드 라이트
2697,LG전자 2021 울트라PC 15U50P-KR56K 16GB램,"1,242,950",39.6cm(15.6인치),인텔,코어i5-11세대,타이거레이크,i5-1135G7 (2.4GHz),쿼드코어,운영체제(OS),윈도우10,1920x1080(FHD),IPS,DDR4,16GB,M.2(NVMe),256GB,VRAM:2GB,기가비트 유선랜,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB 3.1 Type-C,USB 3.0,ㅗ형 방향키,숫자 키패드(3열),배터리,51Wh,두께
2698,삼성전자 갤럭시북 이온2 NT950XDA-XC78W 16GB램,"2,131,010",39.6cm(15.6인치),인텔,코어i7-11세대,타이거레이크,i7-1165G7 (2.8GHz),쿼드코어,운영체제(OS),윈도우10,1920x1080(FHD),600nit,QLED,광시야각,슬림형 베젤,DDR4,16GB,M.2(NVMe),256GB,VRAM:2GB,802.11ax(Wi-Fi 6),HDMI,웹캠(HD),USB 3.0,UFS,키보드 라이트,지문 인식,TPM
